imageSrc,czechName,info
https://commons.wikimedia.org/wiki/Special:FilePath/Lota_lota.jpg,Mník jednovousý,Mník je jediná sladkovodní treska. Aktivní je v zimě. Má vous u tlamy. Loví v noci.
https://commons.wikimedia.org/wiki/Special:FilePath/Salvelinus_fontinalis.jpg,Siven americký,Siven má krásné zbarvení. Žije v chladných vodách. Je citlivý na teplotu. Byl dovezen.
https://commons.wikimedia.org/wiki/Special:FilePath/Cobitis_taenia.jpg,Sekavec písečný,Sekavec žije u dna v písku. Má protáhlé tělo. Skrývá se v substrátu. Je nenápadný.
https://commons.wikimedia.org/wiki/Special:FilePath/Misgurnus_fossilis.jpg,Piskoř pruhovaný,Piskoř dokáže přežít i v bahně. Umí dýchat i vzduch. Je velmi odolný. Aktivní je v noci.
https://commons.wikimedia.org/wiki/Special:FilePath/Cottus_gobio.jpg,Vranka obecná,Vranka žije pod kameny v potocích. Má velkou hlavu. Nepohybuje se daleko. Je citlivá na čistotu vody.
https://commons.wikimedia.org/wiki/Special:FilePath/Abramis_brama.jpg,Cejn velký,Cejn má zploštělé tělo. Žije v hejnech. Hledá potravu na dně. Dorůstá velké velikosti.
https://commons.wikimedia.org/wiki/Special:FilePath/Scardinius_erythrophthalmus.jpg,Perlín ostrobřichý,Perlín má červené ploutve. Žije u hladiny. Živí se rostlinami. Má rád teplou vodu.
https://commons.wikimedia.org/wiki/Special:FilePath/Gobio_gobio.jpg,Hrouzek obecný,Hrouzek žije u dna. Má malé vousky. Živí se drobnými živočichy. Má rád čistou vodu.
https://commons.wikimedia.org/wiki/Special:FilePath/Cobitis_elongatoides.jpg,Sekavec podunajský,Sekavec je podobný jiným druhům sekavců. Žije u dna. Skrývá se v písku. Je nenápadný.
https://commons.wikimedia.org/wiki/Special:FilePath/Ctenopharyngodon_idella.jpg,Amur bílý,Amur je býložravá ryba. Spásá vodní rostliny. Dorůstá velké velikosti. Byl vysazen.
https://commons.wikimedia.org/wiki/Special:FilePath/Barbatula_barbatula.jpg,Mřenka mramorovaná,Mřenka žije pod kameny. Má skvrnité tělo. Je aktivní u dna. Žije v čistých vodách.
https://commons.wikimedia.org/wiki/Special:FilePath/Ameiurus_nebulosus.jpg,Sumeček americký,Sumeček byl dovezen. Má vousky. Je velmi odolný. Rychle se množí.
https://commons.wikimedia.org/wiki/Special:FilePath/Alburnus_alburnus.jpg,Ouklej obecná,Ouklej žije u hladiny. Má stříbřité tělo. Loví hmyz. Je důležitá potrava pro dravce.
https://commons.wikimedia.org/wiki/Special:FilePath/Alburnoides_bipunctatus.jpg,Ouklejka pruhovaná,Ouklejka má drobné tělo. Žije v proudících vodách. Je citlivá na prostředí. Tvoří hejna.
https://commons.wikimedia.org/wiki/Special:FilePath/Blicca_bjoerkna.jpg,Cejnek malý,Cejnek je menší příbuzný cejna. Žije ve skupinách. Hledá potravu na dně. Má stříbřité tělo.
https://commons.wikimedia.org/wiki/Special:FilePath/Abramis_ballerus.jpg,Cejn siný,Cejn siný má štíhlejší tělo než cejn velký. Žije ve větších vodách. Pohybuje se ve skupinách.
https://commons.wikimedia.org/wiki/Special:FilePath/Carassius_gibelio.jpg,Karas stříbřitý,Karas stříbřitý je velmi přizpůsobivý. Rychle se množí. Často vytlačuje jiné druhy.
https://commons.wikimedia.org/wiki/Special:FilePath/Gymnocephalus_cernua.jpg,Ježdík obecný,"Ježdík má ostnaté ploutve. Žije u dna. Loví drobné živočichy. Je malý, ale odolný."
https://commons.wikimedia.org/wiki/Special:FilePath/Phoxinus_phoxinus.jpg,Střevle potoční,Střevle žije v čistých potocích. Samečci jsou při tření barevní. Je citlivá na znečištění.
